0.462086,76
0.245635,79
0.171197,78
0.159782,79
0.499005,76
0.454277,72
0.332157,72
0.162689,79
0.255059,76
0.209615,79
0.241597,78
0.233675,75
0.389636,75
0.188952,79
0.170043,78
0.262451,76
0.496133,70
0.150871,78
0.164705,79
0.302206,77
0.253284,76
0.152008,78
1.21931,72
0.451621,71
0.128989,79
0.243262,77
0.308942,68
0.848137,72
1.26283,0
0.178492,78
0.363687,69
0.283153,76
0.683806,70
1.12836,69
0.251469,77
1.24261,68
1.40929,0
0.221365,78
0.171505,79
1.1146,70
0.168537,78
1.25146,0
0.195471,78
0.166278,78
0.535303,75
0.250023,77
0.166814,78
0.73462,71
0.186685,79
0.194421,78
0.251232,77
1.36924,0
0.248957,78
1.28098,0
0.19303,79
0.24659,76
0.186648,79
0.289859,71
0.341897,70
1.34809,0
0.17412,78
0.180124,79
0.167736,79
0.152477,79
0.255116,78
0.310121,76
0.172691,78
0.255392,76
1.21103,69
0.250097,78
0.285387,77
0.427949,74
1.22118,0
1.23431,0
0.255151,76
1.15354,68
0.157868,79
0.104576,79
0.378184,70
0.588203,69
1.23779,0
0.547535,73
0.547381,71
0.150039,78
0.141178,79
0.250832,77
0.176545,78
0.295845,75
0.302988,75
0.850051,71
0.632375,76
0.182921,79
0.236149,78
0.349407,73
0.281711,76
0.899859,72
0.466731,76
0.519268,70
0.342639,71
1.22393,0
