0.823823,0
0.867312,0
0.676914,0
0.840269,0
0.886814,0
0.705298,0
0.313873,73
1.10247,67
1.35746,0
0.87996,67
0.258318,73
0.658344,0
0.834001,0
0.0065866,7
0.360731,73
0.825598,72
0.424694,72
0.422209,74
1.00478,70
0.00172413,4
0.00639258,6
0.00163485,4
0.00610262,6
0.00618275,6
0.386371,73
0.387451,74
0.591698,67
0.748001,73
0.93896,73
0.00297118,4
0.00926358,7
2.63309,0
16.734,0
16.4857,0
16.3256,0
16.3277,0
16.4407,0
16.2984,0
14.7685,0
14.3182,0
15.6326,0
4.15404,0
0.515631,0
0.494931,0
1.20923,0
1.19954,0
1.14667,0
0.191482,53
1.11774,0
0.0456958,14
0.0156009,11
0.0742232,18
0.0486047,15
0.053962,16
0.0798612,17
0.157675,13
1.11892,0
0.366277,52
0.658809,53
0.986218,0
0.124643,64
1.20226,0
0.603254,52
0.0808053,16
1.36936,54
0.855611,53
0.344183,71
1.49343,54
3.27388,0
0.2707,54
0.277793,73
0.609358,0
0.663955,0
1.2835,0
1.20052,0
1.21086,0
1.20464,0
1.21538,0
0.481058,52
0.665605,0
0.636609,0
0.121605,67
0.117059,64
0.498937,63
1.15416,0
1.23997,0
0.19667,53
0.197257,73
0.193781,73
0.115089,53
0.112067,54
