4.79282,0
11.678,0
4.85775,0
3.68339,108
4.39082,0
7.03685,0
1.82507,105
3.67887,104
4.34788,0
5.08776,0
4.73936,0
0.344747,108
40.9897,0
3.16474,104
4.54626,0
5.26855,0
0.237421,108
0.427263,106
5.5942,0
0.48174,106
4.64,0
4.61154,0
5.06767,0
4.51786,0
39.4874,0
4.93761,0
16.413,0
5.1219,0
4.51207,0
8.71339,0
5.40353,0
0.142816,109
5.68092,0
8.58865,106
0.638855,105
1.07973,107
5.05233,0
4.50047,0
1.2432,105
4.37272,0
32.2915,0
4.7303,0
1.01992,108
13.316,108
4.93886,0
0.607676,104
4.94552,0
4.39402,0
0.903579,104
41.814,0
17.3794,0
0.745711,105
4.49944,0
4.6695,0
22.4988,104
7.49755,0
1.66982,106
3.63965,0
1.1712,104
21.5856,0
12.5528,0
1.08271,106
3.51429,0
3.16684,104
1.6437,106
0.472234,108
0.731775,103
3.80058,0
3.41534,0
4.14299,0
15.1759,106
0.879769,105
6.3979,0
1.60365,105
7.91095,0
3.83567,0
3.938,0
11.6397,105
3.33535,0
3.81084,0
1.15717,105
3.79425,0
0.904019,105
3.8368,0
3.33543,0
3.72094,0
1.31824,106
0.224965,108
1.22593,105
12.6719,107
3.82964,0
3.683,0
3.48189,0
15.584,0
0.512507,104
13.2397,106
3.35865,0
0.623393,105
3.85578,106
11.9946,108
7.20232,104
3.6211,0
2.81223,105
4.18656,0
5.97865,107
3.66002,0
3.50499,0
11.0091,0
1.12484,105
3.78525,0
2.97141,109
3.72227,0
3.74513,0
2.56027,105
3.31777,0
3.39903,0
5.02766,0
3.48891,105
17.0267,0
1.20776,105
1.99328,105
1.266,106
0.891778,108
16.3297,0
3.7755,0
4.52753,0
1.10322,105
21.082,0
2.40543,106
12.9482,0
3.64584,0
3.38005,0
3.32499,0
3.43069,0
3.42098,0
3.43075,0
3.35934,0
4.15569,106
3.98471,0
3.31584,0
16.2689,0
