1.16061,212,548,760,75
0.258508,73,167,240,73
1.36219,268,719,987,0
0.264321,90,183,273,73
1.14953,318,555,873,67
0.325786,56,223,279,69
1.32448,305,597,902,0
0.325866,68,229,297,68
0.281669,77,195,272,73
1.37505,332,658,990,0
1.34846,270,663,933,0
0.360613,121,246,367,74
0.399103,84,263,347,68
0.391116,69,253,322,68
0.489901,109,298,407,73
0.26484,77,182,259,74
0.275382,89,184,273,74
0.45159,141,261,402,67
1.28894,336,589,925,69
0.30661,71,216,287,70
1.32225,378,536,914,0
0.267498,80,186,266,72
0.266955,76,179,255,74
1.33092,182,688,870,0
1.33657,296,700,996,0
0.455273,82,271,353,70
0.467406,88,308,396,68
0.292056,94,201,295,73
0.240035,66,175,241,73
0.525553,126,334,460,67
1.15644,224,596,820,67
0.51933,106,340,446,68
0.263722,84,186,270,73
0.274827,73,175,248,70
0.244819,87,175,262,73
0.265837,82,172,254,72
0.949207,225,466,691,72
0.268325,80,184,264,73
0.549348,197,335,532,74
1.29154,251,700,951,0
0.250328,73,169,242,73
0.451522,131,311,442,74
0.329875,64,220,284,67
0.463136,77,292,369,68
1.2935,280,727,1007,0
0.564252,105,325,430,68
0.678304,205,405,610,74
0.326557,60,232,292,68
1.20061,261,652,913,67
0.501329,155,302,457,73
0.464811,100,305,405,69
1.2923,308,706,1014,0
1.03514,192,575,767,71
0.291951,109,190,299,75
0.259118,89,170,259,74
0.322655,78,246,324,71
0.312181,73,220,293,70
0.468801,81,298,379,67
0.374281,114,253,367,72
0.262928,73,168,241,73
0.275188,79,172,251,73
0.262513,72,176,248,74
0.306604,79,196,275,73
0.529074,182,349,531,74
0.522806,101,341,442,68
0.267334,80,182,262,73
0.622032,142,393,535,75
0.567015,140,350,490,68
0.256155,72,175,247,73
1.30147,277,654,931,0
0.296442,94,200,294,74
0.280445,88,174,262,73
1.27776,316,634,950,0
1.29095,339,702,1041,67
0.35435,141,252,393,75
0.258618,71,171,242,74
1.2812,241,701,942,0
1.29612,288,673,961,0
0.273789,93,174,267,70
0.765047,171,446,617,68
0.262774,75,170,245,73
0.342791,69,229,298,69
1.27195,214,552,766,0
0.470506,97,297,394,67
0.487263,147,299,446,73
0.359032,70,231,301,69
0.254929,83,165,248,73
0.42086,112,303,415,70
1.31138,260,779,1039,0
0.303823,106,209,315,73
0.374527,72,251,323,68
0.225409,67,168,235,73
0.658029,144,350,494,73
0.475913,141,328,469,76
1.01066,230,532,762,70
0.346,81,255,336,71
0.261,77,178,255,73
0.303793,111,205,316,74
0.286319,87,196,283,74
0.277723,85,190,275,74
