0.0711636,79
0.0708867,78
0.0612148,79
0.082532,79
0.0579717,79
0.0559459,79
0.072351,78
0.0451799,79
0.0657779,79
0.0719104,79
0.0638389,79
0.091258,77
0.0879222,76
0.0889282,76
0.0655195,78
0.0636223,79
0.0604739,78
0.0995292,70
0.0650884,79
0.0709418,78
0.0332716,79
0.0721224,78
0.0724441,78
0.0533824,79
0.0621895,78
0.0733487,78
0.163808,76
0.123536,75
0.0961603,75
0.052927,79
0.0581508,79
0.0935842,77
0.0628903,79
0.201471,71
0.0716676,78
0.0886823,79
0.0656615,79
0.0661706,78
0.0528359,79
0.0605298,79
0.0544382,79
0.0448536,78
0.0658413,78
0.0638944,79
0.0920159,78
0.0656993,78
0.0535104,79
0.0702597,78
0.0674639,79
0.0648074,79
0.0535268,79
0.0947232,76
0.0646243,78
0.0772679,78
0.0726886,79
0.0649698,79
0.0548226,79
0.0937726,78
0.093136,77
0.0523477,79
0.0570186,79
0.0931501,75
0.0644228,78
0.053616,79
0.0621237,79
0.0667883,79
0.0398655,79
0.0555192,79
0.0923496,79
0.1907,68
0.0552585,79
0.0578933,79
0.0576641,79
0.411797,0
0.0511321,79
0.0676986,78
0.0620245,79
0.0585162,78
0.0901916,78
0.0281515,79
0.172048,73
0.05894,79
0.078913,78
0.0582069,79
0.060862,79
0.0628491,78
0.0718644,79
0.0564001,79
0.0875481,79
0.0641603,79
0.0619788,80
0.0708141,78
0.0686039,78
0.0719266,78
0.0711999,79
0.0560245,79
0.0597873,78
0.059714,79
0.047764,79
0.0658191,79
