0.808904,69,194,263,68
1.41626,139,343,482,66
1.02581,78,256,334,67
1.22035,114,271,385,73
3.73894,220,625,845,0
1.37053,148,284,432,73
1.17485,140,314,454,68
3.76248,280,529,809,0
1.37351,119,296,415,73
0.642244,67,179,246,73
3.70649,215,567,782,0
3.78104,375,678,1053,0
0.841012,52,211,263,68
1.03915,112,279,391,69
3.77959,238,547,785,0
2.81428,259,500,759,73
0.682387,87,176,263,73
3.49976,245,650,895,70
0.662684,67,165,232,73
3.72838,224,587,811,0
0.808476,88,210,298,74
3.32977,241,613,854,75
2.37982,200,527,727,69
3.77851,268,754,1022,0
3.72987,288,681,969,0
0.98607,68,250,318,68
0.679573,86,166,252,73
3.69357,200,600,800,0
1.83057,114,391,505,67
0.95515,67,256,323,67
3.63627,263,637,900,73
3.71725,261,682,943,0
3.74374,322,710,1032,0
3.69328,291,759,1050,70
3.71143,255,601,856,0
3.75021,272,692,964,0
0.66471,78,164,242,74
3.73746,249,662,911,0
3.67273,203,577,780,0
0.685573,80,173,253,74
1.20991,82,244,326,67
2.2826,212,472,684,69
2.46539,163,468,631,68
3.10242,230,475,705,66
3.69191,257,550,807,0
3.74801,248,653,901,0
1.05331,73,253,326,68
0.695531,97,182,279,68
2.18184,207,444,651,68
1.77129,147,391,538,74
1.27635,144,297,441,73
3.72784,272,555,827,0
0.691666,73,188,261,74
1.04572,71,269,340,68
0.695148,95,176,271,73
0.938189,84,233,317,74
3.08021,170,603,773,68
1.69134,77,339,416,67
2.25915,180,452,632,68
2.55689,149,483,632,75
0.849809,93,209,302,73
1.10343,98,282,380,69
3.72478,269,687,956,0
1.90931,170,420,590,70
3.49093,212,608,820,68
0.904018,67,215,282,69
2.32765,199,524,723,70
0.654684,69,173,242,73
2.90191,202,454,656,68
1.00884,75,256,331,67
0.91183,96,201,297,73
2.36385,245,500,745,74
0.827259,108,213,321,73
1.40175,126,339,465,70
3.44379,292,558,850,69
1.67114,161,365,526,74
0.742352,92,192,284,73
3.82164,313,616,929,0
1.02751,63,244,307,67
0.922284,58,240,298,68
1.09653,84,251,335,67
2.30431,197,484,681,69
3.84548,382,530,912,72
1.02669,91,261,352,69
3.8726,246,662,908,0
0.846317,56,207,263,68
3.85664,229,734,963,0
3.82989,228,640,868,0
0.909214,88,205,293,73
1.33005,188,303,491,73
0.928895,95,245,340,74
0.710062,78,185,263,73
2.65099,137,528,665,69
2.32307,184,484,668,67
1.76989,136,378,514,68
0.838228,101,212,313,73
2.70974,206,560,766,70
3.89635,267,704,971,0
1.82962,109,372,481,68
0.873431,104,211,315,74
