1.34747,304,663,967,0
1.36679,268,721,989,0
1.38546,311,693,1004,0
1.32313,259,619,878,0
1.32298,254,540,794,0
1.32812,270,663,933,0
1.30719,249,659,908,0
1.28126,174,604,778,0
1.31446,256,680,936,0
1.30115,275,594,869,0
1.34454,291,689,980,0
1.31561,217,617,834,0
1.34293,367,568,935,0
1.33001,250,759,1009,0
1.33577,248,628,876,0
1.46803,263,734,997,0
1.35042,253,693,946,0
1.29628,231,591,822,0
1.34269,247,701,948,0
1.4381,159,570,729,0
1.3573,287,623,910,0
1.34084,255,719,974,0
1.43588,343,568,911,0
1.39886,292,694,986,0
1.34865,156,544,700,0
1.35633,242,663,905,0
0.698266,181,365,546,62
0.697075,157,374,531,64
0.383134,116,267,383,64
0.369656,90,258,348,64
0.535789,123,327,450,67
0.478402,124,313,437,67
0.473103,87,306,393,67
0.703084,127,409,536,67
0.933728,182,536,718,67
0.385391,69,283,352,67
0.743693,164,397,561,67
0.391395,78,285,363,68
0.671048,104,358,462,68
0.335986,72,226,298,68
1.04929,241,557,798,68
0.338795,73,255,328,68
0.287256,61,200,261,68
0.314586,51,227,278,68
0.307085,66,210,276,68
0.341136,71,243,314,68
0.8599,159,479,638,68
0.550463,127,380,507,68
1.02086,243,575,818,69
0.561749,143,352,495,69
0.450089,98,282,380,69
0.458624,68,308,376,69
0.260956,89,185,274,70
0.278061,66,207,273,70
0.397837,100,278,378,70
0.560062,164,382,546,70
0.546317,114,351,465,71
0.277539,83,176,259,71
1.04594,289,563,852,71
0.646403,154,396,550,71
0.312347,107,231,338,71
1.15433,256,607,863,71
1.32046,251,655,906,71
0.989413,217,518,735,72
0.254153,71,169,240,73
0.289271,84,196,280,73
0.2695,85,201,286,73
0.447062,137,308,445,73
0.251783,76,178,254,73
0.293296,81,206,287,73
0.264885,76,156,232,73
0.269535,80,175,255,73
0.297886,101,198,299,73
0.249035,76,179,255,73
0.266225,77,179,256,73
0.279863,70,184,254,73
0.493041,148,296,444,73
0.276658,92,188,280,73
0.274727,90,176,266,73
0.505095,145,299,444,73
0.48403,126,294,420,73
0.417181,160,288,448,73
0.259307,86,177,263,73
0.263514,71,179,250,73
0.4923,149,295,444,73
0.272273,95,181,276,73
0.257258,83,156,239,73
0.874075,205,415,620,73
0.252413,90,178,268,74
0.240635,76,173,249,74
0.387167,126,282,408,74
0.263508,73,188,261,74
0.471546,136,310,446,74
0.279678,79,192,271,74
0.331035,111,214,325,74
0.271559,75,169,244,74
0.533036,154,323,477,74
0.502358,129,356,485,74
0.258383,75,161,236,74
0.521489,171,309,480,74
,,,,
,,,,
69.824258,Tiempo total,,,
0.4695136216,Tiempo medio acierto,,,
1.3492403846,Tiempo medio fallo,,,
26,Fallos en 100,,,
