2.45772,278,687,965,0
2.42813,236,605,841,0
2.48937,292,633,925,0
2.50669,304,718,1022,0
2.47111,295,661,956,0
2.51747,258,658,916,0
2.45445,243,739,982,0
2.5148,382,672,1054,0
2.44973,377,565,942,0
2.50076,264,704,968,0
2.51704,228,668,896,0
2.4288,285,586,871,0
2.49724,267,640,907,0
2.4928,288,673,961,0
2.4321,246,668,914,0
2.51745,295,730,1025,0
2.48631,244,619,863,0
2.4945,340,682,1022,0
2.4928,281,636,917,0
2.45389,290,564,854,0
2.45787,323,616,939,0
2.49635,315,661,976,0
2.47946,257,717,974,0
2.44189,281,645,926,0
2.48552,338,696,1034,0
2.53787,279,708,987,0
2.48732,236,667,903,0
2.46623,352,557,909,0
2.44121,294,565,859,0
2.42924,271,654,925,0
0.860604,89,280,369,67
1.71574,134,418,552,67
0.62774,61,233,294,67
1.88554,176,477,653,67
0.651294,78,254,332,67
0.542972,53,216,269,67
1.97692,172,477,649,67
0.544717,63,209,272,67
0.856281,69,318,387,67
0.559663,54,201,255,68
0.939052,95,298,393,68
0.602335,57,248,305,68
0.779836,70,246,316,68
0.704841,85,258,343,68
1.44208,145,472,617,68
0.672889,63,237,300,68
1.02259,68,305,373,68
1.01997,130,320,450,68
1.0056,89,373,462,68
0.902531,173,272,445,69
0.671963,73,242,315,69
1.63419,182,448,630,69
0.592501,60,229,289,69
1.10649,155,355,510,69
1.0042,199,302,501,69
0.757001,76,304,380,69
0.797248,48,309,357,70
1.95301,256,544,800,70
0.528759,64,207,271,70
0.512621,94,172,266,70
0.623174,68,213,281,70
2.11163,276,526,802,71
0.486137,89,178,267,71
1.12336,188,371,559,71
2.12879,227,527,754,71
0.676189,135,234,369,71
0.486765,85,184,269,71
1.27773,190,414,604,71
0.763368,133,281,414,71
0.514809,107,185,292,71
0.51039,81,170,251,72
0.502454,84,176,260,72
0.512364,97,181,278,72
0.488065,74,182,256,73
0.880952,112,289,401,73
0.517739,100,193,293,73
0.514529,98,175,273,73
0.549279,91,195,286,73
0.488053,80,172,252,73
2.17191,233,573,806,73
0.97912,109,337,446,73
0.518565,97,173,270,73
2.40001,266,591,857,73
0.475367,86,159,245,73
0.556578,92,204,296,73
0.485743,79,166,245,73
0.516265,78,181,259,73
0.490221,76,176,252,73
0.501829,94,179,273,73
0.497567,76,180,256,74
0.568657,97,212,309,74
0.535249,84,199,283,74
0.521861,99,181,280,74
0.468961,70,184,254,74
1.27865,155,419,574,74
0.469878,73,166,239,74
0.634318,108,228,336,74
0.691426,148,269,417,75
1.07625,161,387,548,75
1.41385,181,467,648,78
,,,,
,,,,
135.60535,Tiempo total,,,
0.8754175714,Tiempo medio acierto,,,
2.4775373333,Tiempo medio fallo,,,
30,Fallos en 100,,,
