0.729861,331,654,985,0
0.713901,167,652,819,0
0.695222,232,572,804,0
0.728421,288,650,938,0
0.737407,313,677,990,0
0.709123,287,649,936,0
0.73424,328,662,990,0
0.733394,320,647,967,0
0.73823,301,635,936,0
0.721474,339,675,1014,0
0.708916,249,668,917,0
0.697289,246,616,862,0
0.715807,290,568,858,0
0.703748,246,774,1020,0
0.714955,279,669,948,0
0.152312,108,194,302,65
0.194057,76,278,354,67
0.546631,257,468,725,67
0.270204,176,326,502,67
0.331656,138,368,506,67
0.190969,77,223,300,67
0.318719,91,341,432,67
0.389718,144,381,525,67
0.390929,127,412,539,67
0.335979,144,418,562,67
0.156143,92,201,293,68
0.496776,175,572,747,68
0.674497,192,564,756,68
0.189117,62,257,319,68
0.313038,89,352,441,68
0.163279,60,209,269,68
0.330019,147,364,511,68
0.252714,91,323,414,68
0.594044,220,565,785,68
0.227283,78,242,320,68
0.158493,54,233,287,68
0.175318,69,201,270,69
0.205211,82,267,349,69
0.21445,81,285,366,69
0.154429,81,192,273,70
0.717469,276,760,1036,70
0.679618,257,616,873,70
0.156346,91,180,271,70
0.202331,137,228,365,70
0.208641,158,283,441,71
0.149562,83,173,256,71
0.143273,75,182,257,71
0.150729,79,163,242,71
0.149469,91,178,269,71
0.167551,105,214,319,71
0.206328,125,258,383,71
0.171129,125,225,350,71
0.527731,261,482,743,72
0.163344,96,181,277,72
0.147085,97,171,268,72
0.157548,103,211,314,72
0.150409,73,169,242,73
0.155303,72,172,244,73
0.266169,162,291,453,73
0.264432,119,289,408,73
0.144842,84,171,255,73
0.151706,80,186,266,73
0.140107,76,173,249,73
0.155391,93,187,280,73
0.134005,72,178,250,73
0.257786,146,288,434,73
0.140132,74,160,234,73
0.279674,152,306,458,73
0.134349,70,163,233,73
0.155489,104,198,302,73
0.138247,78,170,248,73
0.163072,96,195,291,73
0.289593,119,367,486,73
0.138358,63,170,233,73
0.134374,75,186,261,73
0.146151,85,156,241,73
0.248488,112,282,394,73
0.126338,78,167,245,73
0.179487,79,199,278,73
0.159044,78,165,243,73
0.141675,58,171,229,73
0.141883,78,166,244,73
0.15514,86,188,274,73
0.153232,89,196,285,73
0.136207,82,186,268,73
0.159651,89,173,262,74
0.13729,70,180,250,74
0.145525,84,170,254,74
0.136583,74,166,240,74
0.145032,80,168,248,74
0.148672,85,182,267,74
0.155388,80,189,269,74
0.146026,74,186,260,74
0.143574,76,180,256,74
0.189064,83,222,305,74
0.142503,64,164,228,74
0.157036,90,192,282,74
0.145107,97,186,283,74
0.13675,77,165,242,74
0.689586,292,632,924,77
,,,,
,,,,
30.064997,Tiempo total,,,
0.2268589294,Tiempo medio acierto,,,
0.7187992,Tiempo medio fallo,,,
100,Fallos en 100,,,
